"yes let s all save and not spend to boost the economy" "{'save': True, 'spend': True, 'boost': True, 'economy': True}" 0.749975070758371 0.2500249292416294 positive
"1 socialism is the future in order for us to survive a climate change catastrophe we can t continue living in this capitalist system we have to move to a more sustainable socialist economy 2 if you truly want more moderate politicians i can t understand why you like trump" "{'1': True, 'socialism': True, 'future': True, 'order': True, 'survive': True, 'climate': True, 'change': True, 'catastrophe': True, 'continue': True, 'live': True, 'capitalist': True, 'system': True, 'move': True, 'sustainable': True, 'socialist': True, 'economy': True, '2': True, 'moderate': True, 'politician': True, 'understand': True, 'trump': True}" 0.7748239959928244 0.2251760040071749 positive
"He wants kids out of the way so parents can return to work making the economy look better" "{'kid': True, 'parent': True, 'return': True, 'work': True, 'make': True, 'economy': True, 'good': True}" 0.9798348268684465 0.02016517313155389 positive
"But the number one priority is the kids and we have no where to send them because the economy is run on our blood" "{'number': True, 'priority': True, 'kid': True, 'send': True, 'economy': True, 'run': True, 'blood': True}" 0.30170952246397287 0.6982904775360271 negative
"I m just saying time is running out We keep hearing this junk about the virus coming back and they re forcing people to wear masks They don t want us to have a good economy and with the way we re going we re not gonna have an economy if nothing gets done soon" "{'time': True, 'run': True, 'hear': True, 'junk': True, 'virus': True, 'back': True, 'force': True, 'people': True, 'wear': True, 'mask': True, 'good': True, 'economy': True, 'gonna': True}" 0.6409131755835503 0.35908682441645073 neutral
"He didn t call Nazis very fine people but keep up the propaganda Obama also put kids in cages and built the cages The economy was great till COVID His COVID response is fair game" "{'didn': True, 'call': True, 'nazis': True, 'fine': True, 'people': True, 'propaganda': True, 'obama': True, 'put': True, 'kid': True, 'cage': True, 'build': True, 'economy': True, 'great': True, 'till': True, 'covid': True, 'response': True, 'fair': True, 'game': True}" 0.9994025571862465 0.0005974428137545114 positive
"conservatives be like oh this is horrible for the economy" "{'conservative': True, 'horrible': True, 'economy': True}" 0.13364061012530412 0.8663593898746949 negative
"Because the Covid was the catalyst to start the implementation of the NWO on the next level while destroying our economy unleashing civil war etc to usher in the new age under the antichrist Timing I guess prophetic timing" "{'covid': True, 'catalyst': True, 'start': True, 'implementation': True, 'nwo': True, 'level': True, 'destroy': True, 'economy': True, 'unleashing': True, 'civil': True, 'war': True, 'usher': True, 'age': True, 'antichrist': True, 'timing': True, 'guess': True, 'prophetic': True}" 0.24997507241550607 0.7500249275844936 negative
"What about Covid No one cares about the eff in wall The economy will never recover if we keep rolling back opening states" "{'covid': True, 'care': True, 'eff': True, 'wall': True, 'economy': True, 'recover': True, 'roll': True, 'back': True, 'open': True, 'state': True}" 0.749975070758371 0.2500249292416294 positive
"Niggas don t want me to enjoy a cheeky Stella after a long day stirring the economy Kl" "{'niggas': True, 'enjoy': True, 'cheeky': True, 'stella': True, 'long': True, 'day': True, 'stir': True, 'economy': True, 'kl': True}" 0.874985457700697 0.12501454229930273 positive
"Mostly correct but was never manufacturing consumer junk dat mattered IRL economy is competition for low cost high output energy production technological innovation in energy aka Bitcoin established 24 7 worldwide energy market such a breakthrough would make weapons obsolete" "{'correct': True, 'manufacture': True, 'consumer': True, 'junk': True, 'dat': True, 'matter': True, 'irl': True, 'economy': True, 'competition': True, 'low': True, 'cost': True, 'high': True, 'output': True, 'energy': True, 'production': True, 'technological': True, 'innovation': True, 'aka': True, 'bitcoin': True, 'establish': True, '24': True, '7': True, 'worldwide': True, 'market': True, 'breakthrough': True, 'make': True, 'weapon': True, 'obsolete': True}" 0.9989963470378148 0.0010036529621850736 positive
"Now tell me why Hydroxychloroquine was widely used elsewhere and TDS made governors forbid it This ain t about a virus that has a lower percentage morbidity of known cases than H1N1 It s about an election an economy and progressive idealism in a kind of Cold War Bye" "{'hydroxychloroquine': True, 'widely': True, 'tds': True, 'make': True, 'governor': True, 'forbid': True, 'ain': True, 'virus': True, 'low': True, 'percentage': True, 'morbidity': True, 'case': True, 'h1n1': True, 'election': True, 'economy': True, 'progressive': True, 'idealism': True, 'kind': True, 'cold': True, 'war': True, 'bye': True}" 0.8515208180475745 0.14847918195242552 positive
"furlough money is BORROWED" "{'furlough': True, 'money': True, 'borrow': True}" 0.30170952246397287 0.6982904775360271 negative
"This is your economy This is your economy on fossil fuels" "{'economy': True, 'fossil': True, 'fuel': True}" 0.30170952246397287 0.6982904775360271 negative
"We need competent leadership to deal with the pandemic ravaging our country to get the economy going again Your plan is to spread it and kill or make sick the parents caregivers and the kids No wonder Putin loves the GOP" "{'competent': True, 'leadership': True, 'deal': True, 'pandemic': True, 'ravage': True, 'country': True, 'economy': True, 'plan': True, 'spread': True, 'kill': True, 'make': True, 'sick': True, 'parent': True, 'caregiver': True, 'kid': True, 'putin': True, 'love': True, 'gop': True}" 0.6193544492218578 0.38064555077814183 neutral
"We need to build our economy like there will be a once a century pandemic every year" "{'build': True, 'economy': True, 'century': True, 'pandemic': True, 'year': True}" 0.30170952246397287 0.6982904775360271 negative
"that s not how it works in this economy" "{'work': True, 'economy': True}" 0.874985457700697 0.12501454229930273 positive
"The economic argument in this article is dumb we live in a global economy Sweden s economy is going to slow just like it s European neighbors because it trades with those neighbors The US and UK are more diversified economies" "{'economic': True, 'argument': True, 'article': True, 'dumb': True, 'live': True, 'global': True, 'economy': True, 'sweden': True, 'slow': True, 'european': True, 'neighbor': True, 'trade': True, 'uk': True, 'diversified': True}" 0.4334059977139973 0.5665940022860005 neutral
"If they wanted us to kick start the economy they should ve contained the virus Then the public would have confidence to go out and spend Instead having realised the mess they ve made through incentives restaurant discounts etc they re trying to coax us out Shambles" "{'kick': True, 'start': True, 'economy': True, 've': True, 'virus': True, 'public': True, 'confidence': True, 'spend': True, 'realise': True, 'mess': True, 'make': True, 'incentive': True, 'restaurant': True, 'discount': True, 'coax': True, 'shamble': True}" 0.261452643570513 0.7385473564294849 negative
"Our lives are expendable The economy is more important to businesses not the consumer who buys their products when they are alive and earning a paycheck by working and being healthy" "{'life': True, 'expendable': True, 'economy': True, 'important': True, 'business': True, 'consumer': True, 'buy': True, 'product': True, 'alive': True, 'earn': True, 'paycheck': True, 'work': True, 'healthy': True}" 0.998224511161433 0.0017754888385660046 positive
"Excellent mansplaining skills The underlying factors for China s drivers were security cultural economic concerns" "{'excellent': True, 'mansplaining': True, 'skills': True, 'underlying': True, 'factor': True, 'china': True, 'driver': True, 'security': True, 'cultural': True, 'economic': True, 'concern': True}" 0.6982344538873549 0.3017655461126443 positive
"Whistleblower Exposes Migrants Plan To Destroy American Economy Patriot Edition realDonaldTrump VP dbongino DonaldJTrumpJr seanhannity DC_Draino ScottPresler RealJamesWoods" "{'whistleblower': True, 'expose': True, 'migrant': True, 'plan': True, 'destroy': True, 'american': True, 'economy': True, 'patriot': True, 'edition': True, 'realdonaldtrump': True, 'vp': True, 'dbongino': True, 'donaldjtrumpjr': True, 'seanhannity': True, 'dc_draino': True, 'scottpresler': True, 'realjameswoods': True}" 0.6982344538873567 0.3017655461126443 positive
"Democrats are brewing a civil war in America They have abandoned law and order fomenting hatred and distrust of our nations police They belittle America s middle class the very people that work and finance our nations government and economy They segregate us" "{'democrat': True, 'brew': True, 'civil': True, 'war': True, 'america': True, 'abandon': True, 'law': True, 'order': True, 'fomenting': True, 'hatred': True, 'distrust': True, 'nation': True, 'police': True, 'belittle': True, 'middle': True, 'class': True, 'people': True, 'work': True, 'finance': True, 'government': True, 'economy': True, 'segregate': True}" 0.5362864987799554 0.46371350122004684 neutral
"If school is so important to the economy maybe we should pay school TEACHERS as much or more than school ADMINISTRATORS and we should definitely fund our entire education system with at least enough money so teachers don t have to beg parents for boxes of Kleenex every year" "{'school': True, 'important': True, 'economy': True, 'pay': True, 'teacher': True, 'administrator': True, 'fund': True, 'entire': True, 'education': True, 'system': True, 'money': True, 'beg': True, 'parent': True, 'box': True, 'kleenex': True, 'year': True}" 0.5812918795626453 0.4187081204373559 neutral
"The Committee to Re elect the President aka the federalreserve continues to dump money into failure speculation the bond and stock markets that have been bailed out repeatedly at the expense of ordinary Americans the Main Street economy MarketWatc" "{'committee': True, 'elect': True, 'president': True, 'aka': True, 'federalreserve': True, 'continue': True, 'dump': True, 'money': True, 'failure': True, 'speculation': True, 'bond': True, 'stock': True, 'market': True, 'bail': True, 'repeatedly': True, 'expense': True, 'ordinary': True, 'american': True, 'main': True, 'street': True, 'economy': True, 'marketwatc': True}" 0.06201000731758564 0.937989992682416 negative
"Jul 8 EWE Protecting 30 of planet could bolster economy study says Jul 8 EWE Torrential rain and high winds hit Oman causing devastation" "{'jul': True, '8': True, 'ewe': True, 'protect': True, '30': True, 'planet': True, 'bolster': True, 'economy': True, 'study': True, 'torrential': True, 'rain': True, 'high': True, 'wind': True, 'hit': True, 'oman': True, 'devastation': True}" 0.9911126930014803 0.008887306998519105 positive
"Aren t you polite to call it hubris The 3 of them along with dougducey have chosen genocide and the economy over compassion and human decency When all the poor unhealthy black and brown voters are dead they will use our children as new slaves for the GDP shutdownaz" "{'aren': True, 'polite': True, 'call': True, 'hubris': True, '3': True, 'dougducey': True, 'choose': True, 'genocide': True, 'economy': True, 'compassion': True, 'human': True, 'decency': True, 'poor': True, 'unhealthy': True, 'black': True, 'brown': True, 'voter': True, 'dead': True, 'child': True, 'slave': True, 'gdp': True, 'shutdownaz': True}" 0.9481178822694737 0.05188211773052208 positive
"If it is bioweapon China could simply send cases with the new virus to US to spread it and nobody would ever know it is from China Instead of having thousands cases in wuhan shutting down the country and economy with extremely strict measures that are unimagible for US" "{'bioweapon': True, 'china': True, 'simply': True, 'send': True, 'case': True, 'virus': True, 'spread': True, 'thousand': True, 'wuhan': True, 'shut': True, 'country': True, 'economy': True, 'extremely': True, 'strict': True, 'measure': True, 'unimagible': True}" 0.20451347942901202 0.7954865205709875 negative
"This is very much the fuse sputtering on the old fashioned cartoon bomb in the economy As services fade so house prices will fall and those already struggling see their mortgages go underwater It will only be a leveling up of misery" "{'fuse': True, 'sputter': True, 'fashioned': True, 'cartoon': True, 'bomb': True, 'economy': True, 'service': True, 'fade': True, 'house': True, 'price': True, 'fall': True, 'struggle': True, 'mortgage': True, 'underwater': True, 'level': True, 'misery': True}" 0.006395368992174836 0.9936046310078253 negative
"US town prints its own unique money to revive local economy amid COVID 19 pandemic" "{'town': True, 'print': True, 'unique': True, 'money': True, 'revive': True, 'local': True, 'economy': True, 'amid': True, 'covid': True, '19': True, 'pandemic': True}" 0.749975070758371 0.2500249292416294 positive
"So the economy works on need and is community collective focused Maybe the delivery truck goes house to house All of it would be selected and inputted online" "{'economy': True, 'work': True, 'community': True, 'collective': True, 'focus': True, 'delivery': True, 'truck': True, 'house': True, 'select': True, 'inputted': True, 'online': True}" 0.874985457700697 0.12501454229930273 positive
"The US govt spend billions states spent billions we have the finest hospitals in the US that worked hard What more could be done the economy has to keep moving or we are in for it How is it embarrassing" "{'govt': True, 'spend': True, 'billion': True, 'state': True, 'spent': True, 'fine': True, 'hospital': True, 'work': True, 'hard': True, 'economy': True, 'move': True, 'embarrass': True}" 0.9738037079831943 0.026196292016804876 positive
"Eish some of us are concerned about economy whereas majority will be sardined in 100 capacity taxi obliged to stay home in single room with no yard to sit outside safe schools are outbreaks but it s ok for kids to get infected Infected parents isolated from them for 14days" "{'eish': True, 'concerned': True, 'economy': True, 'majority': True, 'sardined': True, '100': True, 'capacity': True, 'taxi': True, 'oblige': True, 'stay': True, 'home': True, 'single': True, 'room': True, 'yard': True, 'sit': True, 'safe': True, 'school': True, 'outbreaks': True, 'kid': True, 'infect': True, 'infected': True, 'parent': True, 'isolate': True, '14days': True}" 0.5792645452452865 0.4207354547547129 neutral
"Those who suggest this is a lives versus profit equation have clearly not run the numbers Tell us how long USA can operate without revenue How long our Hospitals remain open Fauci CLOSED our economy We did not need to He missed what Risk was compared CV to Flu stats" "{'suggest': True, 'lives': True, 'versus': True, 'profit': True, 'equation': True, 'run': True, 'number': True, 'long': True, 'usa': True, 'operate': True, 'revenue': True, 'hospital': True, 'remain': True, 'open': True, 'fauci': True, 'close': True, 'economy': True, 'miss': True, 'risk': True, 'compare': True, 'cv': True, 'flu': True, 'stats': True}" 0.06201000731758564 0.937989992682416 negative
"the are going to attempt to use digital vaccine certificates as coercion control over us as individuals and the economy" "{'attempt': True, 'digital': True, 'vaccine': True, 'certificate': True, 'coercion': True, 'control': True, 'individual': True, 'economy': True}" 0.24997507241550607 0.7500249275844936 negative
"Which ones Democrats want economy to tank want kids out of school abd business closed to hurt trump it s got nothing to do with anything else" "{'democrat': True, 'economy': True, 'tank': True, 'kid': True, 'school': True, 'abd': True, 'business': True, 'close': True, 'hurt': True, 'trump': True}" 0.22604514279696095 0.7739548572030394 negative
"BetsyDeVosED No way in hell are my kids going back until they re all vaccinated Over half our household is high risk and we aren t going to sacrifice our lives for the economy" "{'betsydevosed': True, 'hell': True, 'kid': True, 'back': True, 'vaccinate': True, 'half': True, 'household': True, 'high': True, 'risk': True, 'aren': True, 'sacrifice': True, 'life': True, 'economy': True}" 0.33139194190445415 0.6686080580955459 negative
"Global Natural Gas NG Barbecues Market 2020 Growth Analysis by Key Players Globally Effective Factors Trends Business Plans and Forecast to 2025 business economy" "{'global': True, 'natural': True, 'gas': True, 'ng': True, 'barbecue': True, 'market': True, '2020': True, 'growth': True, 'analysis': True, 'key': True, 'player': True, 'globally': True, 'effective': True, 'factor': True, 'trend': True, 'business': True, 'plan': True, 'forecast': True, '2025': True, 'economy': True}" 0.749975070758371 0.2500249292416294 positive
"commercial evictions Nothing but American big box corporate chains and fast food anyway Nothing else And the economic rot would spread the longer it went on as the physical economy dried up even work from home jobs would start disappearing then ppl would die starve" "{'commercial': True, 'eviction': True, 'american': True, 'big': True, 'box': True, 'corporate': True, 'chain': True, 'fast': True, 'food': True, 'economic': True, 'rot': True, 'spread': True, 'long': True, 'physical': True, 'economy': True, 'dry': True, 'work': True, 'home': True, 'job': True, 'start': True, 'disappear': True, 'ppl': True, 'die': True, 'starve': True}" 0.9409347169558941 0.0590652830441067 positive
"I just published Lebanon s economy spirals out of control" "{'publish': True, 'lebanon': True, 'economy': True, 'spiral': True, 'control': True}" 0.30170952246397287 0.6982904775360271 negative
"This is all for the economy" "{'economy': True}" 0.30170952246397287 0.6982904775360271 negative
"Look if you fail this litmus test there are NO DO OVERS YOU ARE done So let s be cautious Optimistic hard working but protective of ourselves for WE ARE THE ECONOMY Hello Is that damn thing on can you hear me We are the economy not big business they supply" "{'fail': True, 'litmus': True, 'test': True, 'cautious': True, 'optimistic': True, 'hard': True, 'work': True, 'protective': True, 'economy': True, 'damn': True, 'thing': True, 'hear': True, 'big': True, 'business': True, 'supply': True}" 0.9768665287984564 0.023133471201543535 positive
"Trump is going after Anthony Fauci because he needs to discredit him to open the economy schools to make him look good 2 Trump is using Fauci as a scapegoat for his failing in handling of the pandemic Scumbags in the WH Fox helping to smear Fauci truly to our detriment" "{'trump': True, 'anthony': True, 'fauci': True, 'discredit': True, 'open': True, 'economy': True, 'school': True, 'make': True, 'good': True, '2': True, 'scapegoat': True, 'failing': True, 'handling': True, 'pandemic': True, 'scumbags': True, 'wh': True, 'fox': True, 'smear': True, 'detriment': True}" 0.6718587599739668 0.3281412400260368 positive
"This is what they mean when they say the economy is strong btw" "{'economy': True, 'strong': True, 'btw': True}" 0.8999880337253697 0.10001196627463017 positive
"Felt like there was about to be a mea culpa for a Sec but nah Straight back to Dan bashing If you truly believe we need get the economy rolling spend the column inches advocating for proper distancing and compulsory masks Not more whining" "{'felt': True, 'mea': True, 'culpa': True, 'sec': True, 'nah': True, 'straight': True, 'back': True, 'dan': True, 'bash': True, 'economy': True, 'roll': True, 'spend': True, 'column': True, 'inch': True, 'advocate': True, 'proper': True, 'distancing': True, 'compulsory': True, 'mask': True, 'whining': True}" 0.9574268928725194 0.04257310712748012 positive
"When austerity obsessed UK Govt has cut BILLIONS from scotgov budget since 2010 Scottish assets worth 1trillion according to ex BoE governor Mark Carney given our rich resources prosperous industries of course we arent getting value for our taxes Scotland props up UK economy" "{'austerity': True, 'obsess': True, 'uk': True, 'govt': True, 'cut': True, 'billion': True, 'scotgov': True, 'budget': True, '2010': True, 'scottish': True, 'asset': True, 'worth': True, '1trillion': True, 'accord': True, 'boe': True, 'governor': True, 'mark': True, 'carney': True, 'give': True, 'rich': True, 'resource': True, 'prosperous': True, 'industry': True, 'arent': True, 'tax': True, 'scotland': True, 'prop': True, 'economy': True}" 0.9989963470378148 0.0010036529621850834 positive
"Large religious orgs not only go untaxed but received taxpayerfunds while legitimate businesses the newly unemployed struggle to make ends meet This is not how we recover from worst economy of the century Demand justice SenMikeLee SenatorRomney RepChrisStewart utpol" "{'large': True, 'religious': True, 'orgs': True, 'untaxed': True, 'receive': True, 'taxpayerfunds': True, 'legitimate': True, 'business': True, 'newly': True, 'unemployed': True, 'struggle': True, 'make': True, 'ends': True, 'meet': True, 'recover': True, 'bad': True, 'economy': True, 'century': True, 'demand': True, 'justice': True, 'senmikelee': True, 'senatorromney': True, 'repchrisstewart': True, 'utpol': True}" 0.09576479753925023 0.9042352024607486 negative
"We re in for scary times People don t seem to understand that a normal economy cannot exist when there is s major health crisis occurring" "{'scary': True, 'time': True, 'people': True, 'understand': True, 'normal': True, 'economy': True, 'exist': True, 'major': True, 'health': True, 'crisis': True, 'occur': True}" 0.13364061012530412 0.8663593898746949 negative
"If ReThugliKlans had heeded the advice of the experts to begin with we wouldn t have had to close everything down Instead they called it a hoax no worse than the flu Played it down to the point where our economy is fucked for years to come If only a competent leader" "{'rethugliklans': True, 'heed': True, 'advice': True, 'expert': True, 'begin': True, 'wouldn': True, 'close': True, 'call': True, 'hoax': True, 'bad': True, 'flu': True, 'play': True, 'point': True, 'economy': True, 'fuck': True, 'year': True, 'competent': True, 'leader': True}" 0.0150258381218193 0.98497416187818 negative
"JAPAN S NIKKEI AVERAGE FUTURES UP 1 48 IN EARLY TRADE NIKKEI economy MarketScreener" "{'japan': True, 'nikkei': True, 'average': True, 'future': True, '1': True, '48': True, 'early': True, 'trade': True, 'economy': True, 'marketscreener': True}" 0.30170952246397287 0.6982904775360271 negative
"UK economy will feel the full brunt of this decision Watch They left a huge EU economy They re still thinking the Queen and Monarchy rule the world" "{'uk': True, 'economy': True, 'feel': True, 'full': True, 'brunt': True, 'decision': True, 'watch': True, 'leave': True, 'huge': True, 'eu': True, 'queen': True, 'monarchy': True, 'rule': True, 'world': True}" 0.30170952246397287 0.6982904775360271 negative
"Opinion The American Economy in Four Words Neofeudal Extortion Decline Collapse" "{'opinion': True, 'american': True, 'economy': True, 'word': True, 'neofeudal': True, 'extortion': True, 'decline': True, 'collapse': True}" 0.078334614723634 0.9216653852763678 negative
"The IVy league certificate isn t what will help us neither is it some irrelevant PhDs It is raw pride native intelligence organization and leadership" "{'ivy': True, 'league': True, 'certificate': True, 'isn': True, 'irrelevant': True, 'phd': True, 'raw': True, 'pride': True, 'native': True, 'intelligence': True, 'organization': True, 'leadership': True}" 0.9413956379352573 0.05860436206474409 positive
"This is how you open schools First you work on eliminating COVID NZ shut down their economy closed their borders paid people to stay home put extra into healthcare very carefully reopened in stages Plus they did a lot of testing contact tracing" "{'open': True, 'school': True, 'work': True, 'eliminate': True, 'covid': True, 'nz': True, 'shut': True, 'economy': True, 'close': True, 'border': True, 'pay': True, 'people': True, 'stay': True, 'home': True, 'put': True, 'extra': True, 'healthcare': True, 'carefully': True, 'reopen': True, 'stage': True, 'lot': True, 'test': True, 'contact': True, 'trace': True}" 0.874985457700697 0.12501454229930273 positive
"RepMaxineWaters With everything going on in our country with the virus and economy the thing that worries you the most is your belief that realDonaldTrump laundered money Worry about your constituents first before you go in another witch hunt" "{'repmaxinewaters': True, 'country': True, 'virus': True, 'economy': True, 'thing': True, 'worry': True, 'belief': True, 'realdonaldtrump': True, 'launder': True, 'money': True, 'constituent': True, 'witch': True, 'hunt': True}" 0.09924713514491866 0.9007528648550802 negative
"Actually tourism is less than 6 of our annual GDP mostly internal Of international tourism around 30 is from Australia which we will open our borders to as soon as their community infections are under control Most of our economy is agriculture and primary resource exports" "{'tourism': True, '6': True, 'annual': True, 'gdp': True, 'internal': True, 'international': True, '30': True, 'australia': True, 'open': True, 'border': True, 'community': True, 'infection': True, 'control': True, 'economy': True, 'agriculture': True, 'primary': True, 'resource': True, 'export': True}" 0.1666482019938326 0.8333517980061673 negative
"Whiny ass president is using Fauci as a scapegoat because of his own failure Failure to read intel reports Failure to take the virus seriously Failure to protect his fellow countrymen Get this he was rewarded for his failures he was given a bailout to prop up the economy" "{'whiny': True, 'president': True, 'fauci': True, 'scapegoat': True, 'failure': True, 'read': True, 'intel': True, 'report': True, 'virus': True, 'protect': True, 'fellow': True, 'countryman': True, 'reward': True, 'give': True, 'bailout': True, 'prop': True, 'economy': True}" 0.9884140148560986 0.01158598514389761 positive
"human decency in THIS economy" "{'human': True, 'decency': True, 'economy': True}" 0.749975070758371 0.2500249292416294 positive
"AOC blames economy for NYC crime wave not NYPD cuts" "{'aoc': True, 'blame': True, 'economy': True, 'nyc': True, 'crime': True, 'wave': True, 'nypd': True, 'cut': True}" 0.20451347942901202 0.7954865205709875 negative
"realDonaldTrump so 14700 children dying from Covid19 is ok w u the wicked witch DeVos Why are you setting the US on fire You are killing people our culture and economy WorstPresidentInHistory" "{'realdonaldtrump': True, '14700': True, 'child': True, 'die': True, 'covid': True, '19': True, 'wicked': True, 'witch': True, 'devos': True, 'set': True, 'fire': True, 'kill': True, 'people': True, 'culture': True, 'economy': True, 'worstpresidentinhistory': True}" 0.013717082970072167 0.9862829170299282 negative
"Kind of weird how the left wants to keep the economy closed and people out of work It s almost like they re using the pandemic for political gain" "{'kind': True, 'weird': True, 'left': True, 'economy': True, 'close': True, 'people': True, 'work': True, 'pandemic': True, 'political': True, 'gain': True}" 0.9987206389363262 0.0012793610636754535 positive
"like a boyfriend just isn t realistic in this economy but I think u want one" "{'boyfriend': True, 'isn': True, 'realistic': True, 'economy': True}" 0.749975070758371 0.2500249292416294 positive
"Half a million american citizens are dead from the COVID outbreak Tell me again that it s a good idea to keep opening the economy" "{'half': True, 'million': True, 'american': True, 'citizen': True, 'dead': True, 'covid': True, 'outbreak': True, 'good': True, 'idea': True, 'open': True, 'economy': True}" 0.6409131755835503 0.35908682441645073 neutral
"Congress ALREADY DID pass a Bill to help States and SCHOOLS but this Corrupt GOPSenate refused to pass A CENT of help except for their wealthy buddies ShameOnMoscowMitch and Devos trying to send kids back to school Kids won t help the economy TrumpBroke It s too late fact" "{'congress': True, 'pass': True, 'bill': True, 'state': True, 'school': True, 'corrupt': True, 'gopsenate': True, 'refuse': True, 'cent': True, 'wealthy': True, 'buddy': True, 'shameonmoscowmitch': True, 'devos': True, 'send': True, 'kid': True, 'back': True, 'win': True, 'economy': True, 'trumpbroke': True, 'late': True, 'fact': True}" 0.8050823328681251 0.19491766713187683 positive
"One Billion from NYC budget is a death nail to being safe in NYC This billion will disappear into the NYC politicians pocket WuhanGlobalRecession COVID19 has damaged the world economy China lied people died" "{'billion': True, 'nyc': True, 'budget': True, 'death': True, 'nail': True, 'safe': True, 'disappear': True, 'politician': True, 'pocket': True, 'wuhanglobalrecession': True, 'covid': True, '19': True, 'damage': True, 'world': True, 'economy': True, 'china': True, 'lie': True, 'people': True, 'die': True}" 0.03973362559416367 0.9602663744058362 negative
"Josh thank u I am a Laker fan from Hong Kong and I appreciate you putting aside the global pandemic cratering economy and Russian bounties to focus on stuff that really matters U are a true patriot" "{'josh': True, 'laker': True, 'fan': True, 'hong': True, 'kong': True, 'put': True, 'global': True, 'pandemic': True, 'cratering': True, 'economy': True, 'russian': True, 'bounty': True, 'focus': True, 'stuff': True, 'matter': True, 'true': True, 'patriot': True}" 0.9541798899621339 0.04582011003786514 positive
"Well I am an Egyptian I live in Egypt We Egyptians adore el sisi he s no dictator He s a true hero to iur nation an outstanding leader a true patriot who has boosted our economy retrieved us from the road to hell by groups supported by your precious biden" "{'egyptian': True, 'live': True, 'egypt': True, 'egyptians': True, 'adore': True, 'el': True, 'sisi': True, 'dictator': True, 'true': True, 'hero': True, 'iur': True, 'nation': True, 'outstanding': True, 'leader': True, 'patriot': True, 'boost': True, 'economy': True, 'retrieve': True, 'road': True, 'hell': True, 'group': True, 'support': True, 'precious': True, 'biden': True}" 0.9999994893653581 5.10634639364218e-07 positive
"The Lockdowns were supposedly to keep the hospitals from being overwhelmed Never happened All a lie to Collapse Economy bring us under control of Israel One world Government Rockefeller Plandemic They even tell us Event 201 Who ya think plans on being King Agenda 21" "{'lockdown': True, 'supposedly': True, 'hospital': True, 'overwhelm': True, 'happen': True, 'lie': True, 'collapse': True, 'economy': True, 'bring': True, 'control': True, 'israel': True, 'world': True, 'government': True, 'rockefeller': True, 'plandemic': True, 'event': True, '201': True, 'ya': True, 'plan': True, 'king': True, 'agenda': True, '21': True}" 0.03143165935777164 0.9685683406422281 negative
"Why didn t he do that the fifty yrs he was in office already or when he was Vice President Trumps economy is great before the Chinese virus pandemic and it will be great afterwards dispute the democrats bs" "{'didn': True, 'fifty': True, 'yr': True, 'office': True, 'vice': True, 'president': True, 'trump': True, 'economy': True, 'great': True, 'chinese': True, 'virus': True, 'pandemic': True, 'dispute': True, 'democrat': True, 'bs': True}" 0.9450695912450247 0.0549304087549758 positive
"JoeNeguse as a pilot and as your constituent I am asking you to pass an extension of the PayrollSupportProgram through 3 31 21 pilots and frontline workers need your support to keep the aviation industry and U S economy strong" "{'joeneguse': True, 'pilot': True, 'constituent': True, 'pass': True, 'extension': True, 'payrollsupportprogram': True, '3': True, '31': True, '21': True, 'frontline': True, 'worker': True, 'support': True, 'aviation': True, 'industry': True, 'economy': True, 'strong': True}" 0.9946927163784199 0.005307283621578712 positive
"If the proper precautions as well as a robust unemployment program in America had actually been implemented the economy would ve been fine I m not blaming trump for the unemployment I m blaming all politicans" "{'proper': True, 'precaution': True, 'robust': True, 'unemployment': True, 'program': True, 'america': True, 'implement': True, 'economy': True, 've': True, 'fine': True, 'blame': True, 'trump': True, 'politicans': True}" 0.9994421661892037 0.0005578338107946434 positive
"Bit more leg space in economy class I imagine Avg airfare price has probably also risen accordingly" "{'bit': True, 'leg': True, 'space': True, 'economy': True, 'class': True, 'imagine': True, 'avg': True, 'airfare': True, 'price': True, 'rise': True}" 0.30170952246397287 0.6982904775360271 negative
"as they pick on the carcass of the economy shattered by the self destructive madness is the good and moral thing to do Lets all tweet of our comfortable middle class streets having fun lockdown parties" "{'pick': True, 'carcass': True, 'economy': True, 'shatter': True, 'destructive': True, 'madness': True, 'good': True, 'moral': True, 'thing': True, 'tweet': True, 'comfortable': True, 'middle': True, 'class': True, 'street': True, 'fun': True, 'lockdown': True, 'party': True}" 0.9946041026808397 0.005395897319156132 positive
"GOP You do understand that consumer spending drives this economy Those receiving unemployment and extra aid can pay their bills rents mortgages and help prop up this leaky boat If you refuse to help Americans now you will loose Hell on yourselves We see you" "{'gop': True, 'understand': True, 'consumer': True, 'spending': True, 'drive': True, 'economy': True, 'receiving': True, 'unemployment': True, 'extra': True, 'aid': True, 'pay': True, 'bill': True, 'rent': True, 'mortgage': True, 'prop': True, 'leaky': True, 'boat': True, 'refuse': True, 'american': True, 'loose': True, 'hell': True}" 0.261452643570513 0.7385473564294849 negative
"It s the year 2021 the economy has collapsed but everything is cake" "{'year': True, '2021': True, 'economy': True, 'collapse': True, 'cake': True}" 0.24997507241550607 0.7500249275844936 negative
"An intractable problem On one hand it s clear we ve failed them by not providing supporting programs to help with transition when economy changed On the other they don t seem to want to change even with support Next big issue is how they make decisions" "{'intractable': True, 'problem': True, 'hand': True, 'clear': True, 've': True, 'fail': True, 'provide': True, 'support': True, 'program': True, 'transition': True, 'economy': True, 'change': True, 'big': True, 'issue': True, 'make': True, 'decision': True}" 0.8933447820904594 0.10665521790953632 positive
