"Side hustle might not be a bad idea in this economy" "{'side': True, 'hustle': True, 'bad': True, 'idea': True, 'economy': True}" 0.07141975371686331 0.9285802462831362 negative
"The t forecast told by CBO or private market is that unemployment will be above 10 or best case scenario above 9 by end of the year but that s still a terrible outcome That s very elevated unemployment s that we ve really only seen couple of times before since WWII" "{'forecast': True, 'cbo': True, 'private': True, 'market': True, 'unemployment': True, '10': True, 'case': True, 'scenario': True, '9': True, 'end': True, 'year': True, 'terrible': True, 'outcome': True, 'elevated': True, 've': True, 'couple': True, 'time': True, 'wwii': True}" 0.09924713514491866 0.9007528648550802 negative
"On the bright side for Brad the 600 a week pandemic supplement to unemployment insurance still has a few weeks left" "{'bright': True, 'side': True, 'brad': True, '600': True, 'week': True, 'pandemic': True, 'supplement': True, 'unemployment': True, 'insurance': True, 'leave': True}" 0.749975070758371 0.2500249292416294 positive
"That s funny cause hes fixing to mop the floor with Biden And again it s your opinion that hes screwed up so badly Dude had the economy booming before the virus and its already coming back Unemployment was down our military is stronger Have a good evening" "{'funny': True, 'fix': True, 'mop': True, 'floor': True, 'biden': True, 'opinion': True, 'screw': True, 'badly': True, 'dude': True, 'economy': True, 'boom': True, 'virus': True, 'back': True, 'unemployment': True, 'military': True, 'strong': True, 'good': True, 'evening': True}" 0.9989879663267481 0.0010120336732491516 positive
"at 9 49am the Insiders host got around to unemployment figures released this week which impacts on millions and millions of people Like sensible voices everywhere Taylor warns that a sudden withdrawal of jobseeker supplement and jobkeeper will be catastrophic paraphrased" "{'9': True, '49am': True, 'insider': True, 'host': True, 'unemployment': True, 'figure': True, 'release': True, 'week': True, 'impact': True, 'million': True, 'people': True, 'voice': True, 'taylor': True, 'warns': True, 'sudden': True, 'withdrawal': True, 'jobseeker': True, 'supplement': True, 'jobkeeper': True, 'catastrophic': True, 'paraphrase': True}" 0.24997507241550607 0.7500249275844936 negative
"So whatcha gonna do on Monday morning Brad Guess we ll see you show up in next Thursday s Labor report on unemployment" "{'whatcha': True, 'gonna': True, 'monday': True, 'morning': True, 'brad': True, 'guess': True, 'll': True, 'show': True, 'thursday': True, 'labor': True, 'report': True, 'unemployment': True}" 0.30170952246397287 0.6982904775360271 negative
"I think the teens trolled him Brad gonna be standing in the unemployment line tomorrow" "{'teen': True, 'troll': True, 'brad': True, 'gonna': True, 'stand': True, 'unemployment': True, 'line': True, 'tomorrow': True}" 0.30170952246397287 0.6982904775360271 negative
"Your ladies will be thrown in the trash bin of history need unemployment after trump is locked up come January MAGATokens HatingYourselfForCash ByeByeDiamondAndSil" "{'lady': True, 'throw': True, 'trash': True, 'bin': True, 'history': True, 'unemployment': True, 'trump': True, 'lock': True, 'january': True, 'magatokens': True, 'hatingyourselfforcash': True, 'byebyediamondandsil': True}" 0.5812918795626453 0.4187081204373559 neutral
"9 49am and insiders finally gets around to discussing real political news of the week unemployment" "{'9': True, '49am': True, 'insider': True, 'finally': True, 'discuss': True, 'real': True, 'political': True, 'news': True, 'week': True, 'unemployment': True}" 0.30170952246397287 0.6982904775360271 negative
"Today I got my unemployment check after a month have my cats at my new place got my parents hooked on The Office got motivation for school back planted succulents And turned 23 Good day so far" "{'today': True, 'unemployment': True, 'check': True, 'month': True, 'cat': True, 'place': True, 'parent': True, 'hook': True, 'office': True, 'motivation': True, 'school': True, 'back': True, 'plant': True, 'succulent': True, 'turn': True, '23': True, 'good': True, 'day': True}" 0.749975070758371 0.2500249292416294 positive
"Watching my brother battle depression because of unemployment is killing me He holds a Btech in Electrical Engineering and graduated Cum Laude Please retweet his employer could be here" "{'watch': True, 'brother': True, 'battle': True, 'depression': True, 'unemployment': True, 'kill': True, 'hold': True, 'btech': True, 'electrical': True, 'engineering': True, 'graduate': True, 'cum': True, 'laude': True, 'retweet': True, 'employer': True}" 0.04037124881461425 0.9596287511853862 negative
"parscale I hope your resume is up to date cuz you probably about to be applying for Unemployment after this fiasco But thanks for this" "{'parscale': True, 'hope': True, 'resume': True, 'date': True, 'cuz': True, 'apply': True, 'unemployment': True, 'fiasco': True}" 0.24997507241550607 0.7500249275844936 negative
"Natives face the highest rates of poverty Where is the support MY REZ HAS AN 89 UNEMPLOYMENT RATE Our per capita income is a QUARTER of the US average But most people think of casinos and think we get free money that is not only really wrong But it s Anti Native" "{'native': True, 'face': True, 'high': True, 'rate': True, 'poverty': True, 'support': True, 'rez': True, '89': True, 'unemployment': True, 'capita': True, 'income': True, 'quarter': True, 'average': True, 'people': True, 'casino': True, 'free': True, 'money': True, 'wrong': True, 'anti': True}" 0.970733693256013 0.02926630674398215 positive
"Nice try pumpkin Hope you haven t purchased anything you cannot pay for Also do you get to file for unemployment" "{'nice': True, 'pumpkin': True, 'hope': True, 'haven': True, 'purchase': True, 'pay': True, 'file': True, 'unemployment': True}" 0.874985457700697 0.12501454229930273 positive
"Try using that brain of yours for all of 2 seconds Bars and restaurants need to be open bc businesses are going out of business and over 5 million people in Cali filed for unemployment You might be lucky enough to have a job that wasn t affected but other ppl weren t so lucky" "{'brain': True, '2': True, 'bar': True, 'restaurant': True, 'open': True, 'bc': True, 'business': True, '5': True, 'million': True, 'people': True, 'cali': True, 'file': True, 'unemployment': True, 'lucky': True, 'job': True, 'wasn': True, 'affect': True, 'ppl': True, 'weren': True}" 0.7641155218109033 0.2358844781890971 positive
"insiders Unemployment Worst since the Depression First mention at 9 49" "{'insider': True, 'unemployment': True, 'bad': True, 'depression': True, 'mention': True, '9': True, '49': True}" 0.03437378168824829 0.9656262183117519 negative
"Record unemployment against what considering PANDEMIC and all" "{'record': True, 'unemployment': True, 'pandemic': True}" 0.30170952246397287 0.6982904775360271 negative
"The record breaking comeback is because unemployment was at a near all time low and when businesses started opening back up people went back to work Of course that was going to happen yet you somehow manage to try and take credit for that Amazing" "{'record': True, 'breaking': True, 'comeback': True, 'unemployment': True, 'time': True, 'low': True, 'business': True, 'start': True, 'open': True, 'back': True, 'people': True, 'work': True, 'happen': True, 'manage': True, 'credit': True, 'amazing': True}" 0.987802510324637 0.012197489675361942 positive
"This rightwing snowflake s taxes are paying for your unemployment mate I suggest you get out of your warrior armchair and make a true difference instead of spewing your crap including your futile attempt to intimidate or shame me LOL" "{'rightwing': True, 'snowflake': True, 'tax': True, 'pay': True, 'unemployment': True, 'mate': True, 'suggest': True, 'warrior': True, 'armchair': True, 'make': True, 'true': True, 'difference': True, 'spew': True, 'crap': True, 'include': True, 'futile': True, 'attempt': True, 'intimidate': True, 'shame': True, 'lol': True}" 0.06510756935414887 0.9348924306458545 negative
"You should be pumped that unemployment benefits were expanded Thank TeamPelosi and please let the door hit your ass on the way out" "{'pump': True, 'unemployment': True, 'benefit': True, 'expand': True, 'teampelosi': True, 'door': True, 'hit': True}" 0.8333148670238217 0.16668513297617768 positive
"I m thinking Brad Pasquale will be joining the unemployment lines soon" "{'brad': True, 'pasquale': True, 'join': True, 'unemployment': True, 'line': True}" 0.30170952246397287 0.6982904775360271 negative
"auspol According to Onesiders What goes on in the Daniel Andrews Govt in Victoria is at least 15 times more important than The biggest Changes to Unis in 30yrs dumping HECS in favour of almost FULL FEE PLACES The highes Unemployment rate 20yrs Get rid of David Speers" "{'auspol': True, 'accord': True, 'onesiders': True, 'daniel': True, 'andrews': True, 'govt': True, 'victoria': True, '15': True, 'time': True, 'important': True, 'big': True, 'change': True, 'unis': True, '30yrs': True, 'dump': True, 'hecs': True, 'favour': True, 'full': True, 'fee': True, 'place': True, 'highes': True, 'unemployment': True, 'rate': True, '20yrs': True, 'rid': True, 'david': True, 'speer': True}" 0.8731671031907076 0.12683289680929358 positive
"I love how they use Germany as example of being looser when it took 3 world superpowers 6 years of constant fighting to bring one nation down Then today 75 years after the war Germany has least unemployment is largest economy in Europe and 4th in the World" "{'love': True, 'germany': True, 'loose': True, '3': True, 'world': True, 'superpower': True, '6': True, 'year': True, 'constant': True, 'fighting': True, 'bring': True, 'nation': True, 'today': True, '75': True, 'war': True, 'unemployment': True, 'large': True, 'economy': True, 'europe': True, '4th': True}" 0.9093102191762172 0.09068978082378316 positive
"Unemployment in a nutshell" "{'unemployment': True, 'nutshell': True}" 0.30170952246397287 0.6982904775360271 negative
"Ya really living it up with that unemployment money" "{'ya': True, 'live': True, 'unemployment': True, 'money': True}" 0.30170952246397287 0.6982904775360271 negative
"The person who s writing this garage will be at the unemployment line once Master Friedman see this He was checking to see if it s ok That ring cost more than you make a whole year I m very sure TonyKhan don t want Mr Friedman lawyers all over AEW Be smart Delete Delete" "{'person': True, 'write': True, 'garage': True, 'unemployment': True, 'line': True, 'master': True, 'friedman': True, 'check': True, 'ring': True, 'cost': True, 'make': True, 'year': True, 'tonykhan': True, 'mr': True, 'lawyer': True, 'aew': True, 'smart': True, 'delete': True}" 0.9719946507026987 0.028005349297299552 positive
"Hey parscale If you need help navigating the Florida unemployment system then too bad because it sucks You ll have to sell a car TrumpRally" "{'hey': True, 'parscale': True, 'navigate': True, 'florida': True, 'unemployment': True, 'system': True, 'bad': True, 'suck': True, 'll': True, 'sell': True, 'car': True, 'trumprally': True}" 0.015922991735609387 0.984077008264391 negative
"I m a subject matter expert I live here And unemployment will go down rapidly in the next 6 months It was at historical lows leading up to the Covid pandemic Ps You can purchase healthcare insurance without a job as well Why Because it s America" "{'subject': True, 'matter': True, 'expert': True, 'live': True, 'unemployment': True, 'rapidly': True, '6': True, 'month': True, 'historical': True, 'low': True, 'lead': True, 'covid': True, 'pandemic': True, 'purchase': True, 'healthcare': True, 'insurance': True, 'job': True, 'america': True}" 0.8740790898084911 0.12592091019150928 positive
"Because of trump s failed COVID19 response Black Americans are dying at more than 3x the rate of white people Since Feb Black unemployment has nearly tripled to 16 8 41 Black owned business closure compared to 17 for white owned businesses 2 3" "{'trump': True, 'fail': True, 'covid': True, '19': True, 'response': True, 'black': True, 'american': True, 'die': True, '3x': True, 'rate': True, 'white': True, 'people': True, 'feb': True, 'unemployment': True, 'triple': True, '16': True, '8': True, '41': True, 'business': True, 'closure': True, 'compare': True, '17': True, '2': True, '3': True}" 0.22460327658793575 0.7753967234120647 negative
"Bruh Economy aint coming back Almost 50 million people are out of work PPP and extra unemployment benefits end in July Thousands more will be homeless and out of a job" "{'bruh': True, 'economy': True, 'aint': True, 'back': True, '50': True, 'million': True, 'people': True, 'work': True, 'ppp': True, 'extra': True, 'unemployment': True, 'benefit': True, 'end': True, 'july': True, 'thousand': True, 'homeless': True, 'job': True}" 0.9842443917062681 0.015755608293731304 positive
"Guess you missed the facts that news he was elected turned employment around Unemployment s dropped the day his win was announced Companies packing to LEAVE AMERICA STAYED Wages rose and America became FULLY EMPLOYED AND MORE The FACTS are in the numbers from that time" "{'guess': True, 'miss': True, 'fact': True, 'news': True, 'elect': True, 'turned': True, 'employment': True, 'unemployment': True, 'drop': True, 'day': True, 'win': True, 'announce': True, 'company': True, 'pack': True, 'leave': True, 'america': True, 'stay': True, 'wage': True, 'rise': True, 'fully': True, 'employ': True, 'number': True, 'time': True}" 0.6982344538873549 0.3017655461126443 positive
"Ashley is clearly a Trump hater and watcher of CNN She doesn t have real facts she s spouting their talking points ie lie She apparently didn t see the soaring of the stock market during the past 3 years or the lowest unemployment in 50 years for women blacks and latinos" "{'ashley': True, 'trump': True, 'hater': True, 'watcher': True, 'cnn': True, 'doesn': True, 'real': True, 'fact': True, 'spout': True, 'talk': True, 'point': True, 'lie': True, 'apparently': True, 'didn': True, 'soaring': True, 'stock': True, 'market': True, 'past': True, '3': True, 'year': True, 'low': True, 'unemployment': True, '50': True, 'woman': True, 'black': True, 'latino': True}" 0.22604514279696095 0.7739548572030394 negative
"LOL One protester arrested You ve failed Might want to file for unemployment now Blaze" "{'lol': True, 'protester': True, 'arrest': True, 've': True, 'failed': True, 'file': True, 'unemployment': True, 'blaze': True}" 0.6982344538873567 0.3017655461126443 positive
"Maybe get your unemployment application together" "{'unemployment': True, 'application': True}" 0.30170952246397287 0.6982904775360271 negative
"A bunch of teens just signed your unemployment notice" "{'bunch': True, 'teen': True, 'sign': True, 'unemployment': True, 'notice': True}" 0.30170952246397287 0.6982904775360271 negative
"Welp welcome to the unemployment line Bad Breath Brad" "{'welp': True, 'unemployment': True, 'line': True, 'bad': True, 'breath': True, 'brad': True}" 0.07141975371686331 0.9285802462831362 negative
"I ve been working throughout the entire pandemic and people are getting paid 800 dollars to sit on their ass People also are taking unemployment while they still have a job so sorry that being tipped is what s the big issue nowadays" "{'ve': True, 'work': True, 'entire': True, 'pandemic': True, 'people': True, 'pay': True, '800': True, 'dollar': True, 'sit': True, 'unemployment': True, 'job': True, 'tip': True, 'big': True, 'issue': True, 'nowadays': True}" 0.7141859673104988 0.2858140326895027 positive
"It seems more a case of deaths and unemployment will continue to sweep tens of thousands away opposition pathetic Johnson stays in power" "{'case': True, 'death': True, 'unemployment': True, 'continue': True, 'sweep': True, 'ten': True, 'thousand': True, 'opposition': True, 'pathetic': True, 'johnson': True, 'stay': True, 'power': True}" 0.45237714320158195 0.5476228567984166 neutral
"So weird that Fox has no footage of the protesters How did they manage to stop 800 000 people from standing outside Enjoy unemployment" "{'weird': True, 'fox': True, 'footage': True, 'protester': True, 'manage': True, 'stop': True, '800': True, '000': True, 'people': True, 'stand': True, 'enjoy': True, 'unemployment': True}" 0.8437240883359851 0.15627591166401467 positive
"Yeah ok idiot The latest jobs report was a lie because a short two weeks later 2 1 million people filed for unemployment Keep believing that orange clown who said 1 million people signed up for his rally yet 8k showed up Get ready for a November ASS kicking Lol" "{'yeah': True, 'idiot': True, 'late': True, 'job': True, 'report': True, 'lie': True, 'short': True, 'week': True, '2': True, '1': True, 'million': True, 'people': True, 'file': True, 'unemployment': True, 'believing': True, 'orange': True, 'clown': True, 'sign': True, 'rally': True, '8k': True, 'show': True, 'ready': True, 'november': True, 'kicking': True, 'lol': True}" 0.8669343206247281 0.13306567937527147 positive
"TrumpRally The Pragmatic Party formally endorses Mrs covid 19 for president and Mrs Unemployment hunger as her running mate So far they are the only two candidates that beat trump Biden can t truth can t not even corruption can beat him covid rally hospital" "{'trumprally': True, 'pragmatic': True, 'party': True, 'formally': True, 'endorse': True, 'mr': True, 'covid': True, '19': True, 'president': True, 'mrs': True, 'unemployment': True, 'hunger': True, 'running': True, 'mate': True, 'candidate': True, 'beat': True, 'trump': True, 'biden': True, 'truth': True, 'corruption': True, 'rally': True, 'hospital': True}" 0.9970199076702111 0.0029800923297855215 positive
"I like how they call him a rapper when the chances are almost 100 he takes unemployment benefit just has a mixtape" "{'call': True, 'rapper': True, 'chance': True, '100': True, 'unemployment': True, 'benefit': True, 'mixtape': True}" 0.8333148670238217 0.16668513297617768 positive
"Quite the opposite Record low black unemployment first step act recently police reform He didn t lie" "{'opposite': True, 'record': True, 'low': True, 'black': True, 'unemployment': True, 'step': True, 'act': True, 'recently': True, 'police': True, 'reform': True, 'didn': True, 'lie': True}" 0.6543541146103665 0.3456458853896334 positive
"She has And she and other Republicans has tried to communicate with the governor regarding UI issues but he would not listen People should certainly care about their reps epecially for the sake of all those in the district who have to stand in that unemployment line" "{'republican': True, 'communicate': True, 'governor': True, 'regard': True, 'ui': True, 'issue': True, 'listen': True, 'people': True, 'care': True, 'rep': True, 'epecially': True, 'sake': True, 'district': True, 'stand': True, 'unemployment': True, 'line': True}" 0.5812918795626453 0.4187081204373559 neutral
"I thought you had MILLIONS coming Related you re about to find out how messed up the FL Unemployment Claim System is byeParscalicia" "{'million': True, 'relate': True, 'find': True, 'mess': True, 'fl': True, 'unemployment': True, 'claim': True, 'system': True, 'byeparscalicia': True}" 0.09998803499804988 0.9000119650019506 negative
"Y all are so mad good God bless it y all unemployment check ain t come in so u can pay yo bills cuz i know y all cars finna get repoed cuz them 6 months bout up" "{'mad': True, 'good': True, 'god': True, 'bless': True, 'unemployment': True, 'check': True, 'ain': True, 'pay': True, 'yo': True, 'bill': True, 'cuz': True, 'car': True, 'finna': True, 'repoed': True, '6': True, 'month': True, 'bout': True}" 0.9413956379352573 0.05860436206474409 positive
"It s taken 49 mins to mention the unemployment figures" "{'49': True, 'min': True, 'mention': True, 'unemployment': True, 'figure': True}" 0.30170952246397287 0.6982904775360271 negative
"PLEASE SIGN To extend additional 600 assistance for unemployment" "{'sign': True, 'extend': True, 'additional': True, '600': True, 'assistance': True, 'unemployment': True}" 0.30170952246397287 0.6982904775360271 negative
"couldn t agree more more and more of my friends are getting back to work out of necessity because unemployment hasn t been accessible too problematic and 1200 just isn t enough to meet basic needs it s a cabin fire" "{'couldn': True, 'agree': True, 'friend': True, 'back': True, 'work': True, 'necessity': True, 'unemployment': True, 'hasn': True, 'accessible': True, 'problematic': True, '1200': True, 'isn': True, 'meet': True, 'basic': True, 'cabin': True, 'fire': True}" 0.9740136071284793 0.02598639287151838 positive
"Australia Murdoch will not talk on Liberals debt unemployment rate 10 jobkeeper going now how many tv presenters on jobkeeper Keep talking Australia voters" "{'australia': True, 'murdoch': True, 'talk': True, 'liberal': True, 'debt': True, 'unemployment': True, 'rate': True, '10': True, 'jobkeeper': True, 'tv': True, 'presenter': True, 'voter': True}" 0.1666482019938326 0.8333517980061673 negative
"If he leaves early he can be first in the unemployment line for Monday morning" "{'leave': True, 'early': True, 'unemployment': True, 'line': True, 'monday': True, 'morning': True}" 0.30170952246397287 0.6982904775360271 negative
"Unemployed during obama 13 Unemployment during trump 4" "{'unemployed': True, 'obama': True, '13': True, 'unemployment': True, 'trump': True, '4': True}" 0.6982344538873567 0.3017655461126443 positive
"By this time tomorrow you ll be among the millions of Americans filing for unemployment benefits" "{'time': True, 'tomorrow': True, 'll': True, 'million': True, 'american': True, 'file': True, 'unemployment': True, 'benefit': True}" 0.8333148670238217 0.16668513297617768 positive
"My only regret is that I should ve stayed home for two months and collect unemployment Lost out on so much for no fucking reason" "{'regret': True, 've': True, 'stay': True, 'home': True, 'month': True, 'collect': True, 'unemployment': True, 'lose': True, 'fucking': True, 'reason': True}" 0.132679794806818 0.867320205193184 negative
"SenTomCotton Saw you on Fox news Everything you said was a Fucken Lie 13 unemployment Over 120 000 have died over Covid 19 Over 2 million with the virus Treaties destroyed Losing allies throughout the world The economy is in the toilet The Health of the country" "{'sentomcotton': True, 'fox': True, 'news': True, 'fucken': True, 'lie': True, '13': True, 'unemployment': True, '120': True, '000': True, 'die': True, 'covid': True, '19': True, '2': True, 'million': True, 'virus': True, 'treaty': True, 'destroy': True, 'lose': True, 'ally': True, 'world': True, 'economy': True, 'toilet': True, 'health': True, 'country': True}" 0.002123343149664113 0.9978766568503403 negative
"Not to worry you will have plenty of company in the unemployment line" "{'worry': True, 'plenty': True, 'company': True, 'unemployment': True, 'line': True}" 0.12498545915069072 0.8750145408493089 negative
"Have you started applying for new jobs Or maybe you can get the unemployment stimulus check" "{'start': True, 'apply': True, 'job': True, 'unemployment': True, 'stimulus': True, 'check': True}" 0.30170952246397287 0.6982904775360271 negative
"Number of people claiming unemployment benefit rises by 1 3 Gloucestershire" "{'number': True, 'people': True, 'claim': True, 'unemployment': True, 'benefit': True, 'rise': True, '1': True, '3': True, 'gloucestershire': True}" 0.8333148670238217 0.16668513297617768 positive
"What happened to your 1 million registrants Brad They can t handle a few snowflake protesters Enjoy the unemployment line bud" "{'happen': True, '1': True, 'million': True, 'registrant': True, 'brad': True, 'handle': True, 'snowflake': True, 'protester': True, 'enjoy': True, 'unemployment': True, 'line': True, 'bud': True}" 0.874985457700697 0.12501454229930273 positive
"Parscale gets to file for unemployment tomorrow Fun Lol" "{'parscale': True, 'file': True, 'unemployment': True, 'tomorrow': True, 'fun': True, 'lol': True}" 0.9719946507026987 0.028005349297299552 positive
"unemployment hasnt been backed up for a while and when it was you could go on at times like 12 4am and it would work on top of that unemployment req were almost always instantly granted i had to file for it as i was laid off for about 2 months please learn what you speak ab" "{'unemployment': True, 'hasnt': True, 'back': True, 'time': True, '12': True, '4am': True, 'work': True, 'top': True, 'req': True, 'instantly': True, 'grant': True, 'file': True, 'lay': True, '2': True, 'month': True, 'learn': True, 'speak': True, 'ab': True}" 0.9961717123333382 0.0038282876666638 positive
"Great Job Brad Looks like unemployment numbers are going to increase nest week What s that phrase the donkey uses YOU ARE FIRED" "{'great': True, 'job': True, 'brad': True, 'unemployment': True, 'number': True, 'increase': True, 'nest': True, 'week': True, 'phrase': True, 'donkey': True, 'fire': True}" 0.8999880337253697 0.10001196627463017 positive
"Like Trump would have paid into the unemployment fund" "{'trump': True, 'pay': True, 'unemployment': True, 'fund': True}" 0.749975070758371 0.2500249292416294 positive
"What is our government doing to help its people COVID 19 cases are still rising I haven t found a job my boyfriend was re hired and then re laid off We can t live on unemployment if there s no jobs to go back too extendcaresact COVID19" "{'government': True, 'people': True, 'covid': True, '19': True, 'case': True, 'rise': True, 'haven': True, 'find': True, 'job': True, 'boyfriend': True, 'hire': True, 'laid': True, 'live': True, 'unemployment': True, 'back': True, 'extendcaresact': True}" 0.30170952246397287 0.6982904775360271 negative
"Here you go Lauren Unemployment is lowest in Computer occupation You are a RACIST Get well Soon YES S386 provides relief equal opportunity to ALL applicants already living working in the USA MiS386Rally SenatorDurbin Unblock S386 SenGaryPeter" "{'lauren': True, 'unemployment': True, 'low': True, 'computer': True, 'occupation': True, 'racist': True, 's386': True, 'provide': True, 'relief': True, 'equal': True, 'opportunity': True, 'applicant': True, 'live': True, 'work': True, 'usa': True, 'mi': True, '386rally': True, 'senatordurbin': True, 'unblock': True, 'sengarypeter': True}" 0.9574268928725194 0.04257310712748012 positive
"Blk unemployment up 137 6 mil off welfare Criminal reform Exec order Opportunity Zones initiative to revitalize urban neighborhoods Job initiative program 2help low income individuals in urban areas Vocational edu prog to help low edu ppl gain skills to obtain high income jobs" "{'blk': True, 'unemployment': True, '137': True, '6': True, 'mil': True, 'welfare': True, 'criminal': True, 'reform': True, 'exec': True, 'order': True, 'opportunity': True, 'zone': True, 'initiative': True, 'revitalize': True, 'urban': True, 'neighborhood': True, 'job': True, 'program': True, '2help': True, 'low': True, 'income': True, 'individual': True, 'area': True, 'vocational': True, 'prog': True, 'ppl': True, 'gain': True, 'skill': True, 'obtain': True, 'high': True}" 0.9999793283842476 2.0671615750947368e-05 positive
"Like the unemployment line" "{'unemployment': True, 'line': True}" 0.30170952246397287 0.6982904775360271 negative
"the level of destruction the Far Left has done to the Black community in the last few weeks it will take decades to repair No new businesses will invest in these areas And with rampant unemployment poverty crime will follow" "{'level': True, 'destruction': True, 'left': True, 'black': True, 'community': True, 'week': True, 'decade': True, 'repair': True, 'business': True, 'invest': True, 'area': True, 'rampant': True, 'unemployment': True, 'poverty': True, 'crime': True, 'follow': True}" 0.132679794806818 0.867320205193184 negative
"You are such a liar No protestors No one wants to go Enjoy unemployment I m sure Trump will throw you under the bus for this one" "{'liar': True, 'protestors': True, 'enjoy': True, 'unemployment': True, 'trump': True, 'throw': True, 'bus': True}" 0.9574268928725194 0.04257310712748012 positive
"Well Bradley Your unemployment check will have the extra 600 every week only if your employer says it was COVID 19 related Doesn t sound promising" "{'bradley': True, 'unemployment': True, 'check': True, 'extra': True, '600': True, 'week': True, 'employer': True, 'covid': True, '19': True, 'related': True, 'doesn': True, 'sound': True, 'promising': True}" 0.749975070758371 0.2500249292416294 positive
"You could even file unemployment as due to the virus you are receiving a reduced income" "{'file': True, 'unemployment': True, 'due': True, 'virus': True, 'receive': True, 'reduced': True, 'income': True}" 0.24997507241550607 0.7500249275844936 negative
"Brad will soon be collecting a weekly 600 unemployment check" "{'brad': True, 'collect': True, 'weekly': True, '600': True, 'unemployment': True, 'check': True}" 0.30170952246397287 0.6982904775360271 negative
"you preach jobs Current U S unemployment rate is 13 3 staggeringly high you talk about law and order yet chaos is everywhere Mike_Pence" "{'preach': True, 'job': True, 'current': True, 'unemployment': True, 'rate': True, '13': True, '3': True, 'staggeringly': True, 'high': True, 'talk': True, 'law': True, 'order': True, 'chaos': True, 'mike_pence': True}" 0.6982344538873567 0.3017655461126443 positive
"I can t remember that Trump has done more for prison reform where so many were released pardoned and skill training in prisons Almost all prisoners have had their sentences reduced Also HUD under Ben Carson has done a lot Black unemployment before Covid all time low" "{'remember': True, 'trump': True, 'prison': True, 'reform': True, 'release': True, 'pardon': True, 'skill': True, 'training': True, 'prisoner': True, 'sentence': True, 'reduce': True, 'hud': True, 'ben': True, 'carson': True, 'lot': True, 'black': True, 'unemployment': True, 'covid': True, 'time': True, 'low': True}" 0.9994421661892037 0.0005578338107946434 positive
"Photo ops and other people s money that s how KenneyIsAFailure solves problems Economy is tanking FiretheUCP Unemployment soaring FiretheUCP Education is defunded FiretheUCP Parks sold FiretheUCP War on MD s FiretheUCP" "{'photo': True, 'ops': True, 'people': True, 'money': True, 'kenneyisafailure': True, 'solve': True, 'problem': True, 'economy': True, 'tank': True, 'firetheucp': True, 'unemployment': True, 'soar': True, 'education': True, 'defunded': True, 'park': True, 'sell': True, 'war': True, 'md': True}" 0.06201000731758564 0.937989992682416 negative
"Sky high unemployment and he still couldn t pay people to attend" "{'sky': True, 'high': True, 'unemployment': True, 'couldn': True, 'pay': True, 'people': True, 'attend': True}" 0.749975070758371 0.2500249292416294 positive
"The US doesn t need foreign workers while we have double digit unemployment" "{'doesn': True, 'foreign': True, 'worker': True, 'double': True, 'digit': True, 'unemployment': True}" 0.30170952246397287 0.6982904775360271 negative
"I don t understand why ppl hating on ppl that are on unemployment BITCH YOU GOTTA JOB" "{'understand': True, 'ppl': True, 'hating': True, 'unemployment': True, 'bitch': True, 'gotta': True, 'job': True}" 0.24997507241550607 0.7500249275844936 negative
"Money is so tight and is probably gonna be a while before I get my unemployment money I hope it doesn t get to the point I have to sell music gear" "{'money': True, 'tight': True, 'gonna': True, 'unemployment': True, 'hope': True, 'doesn': True, 'point': True, 'sell': True, 'music': True, 'gear': True}" 0.30170952246397287 0.6982904775360271 negative
"Unemployment in a nutshell" "{'unemployment': True, 'nutshell': True}" 0.30170952246397287 0.6982904775360271 negative
"I saw more people in line for unemployment in KY this week" "{'people': True, 'line': True, 'unemployment': True, 'ky': True, 'week': True}" 0.30170952246397287 0.6982904775360271 negative
"Oh Brad honey don t worry you can get an extra 600 bucks on your unemployment check" "{'brad': True, 'honey': True, 'worry': True, 'extra': True, '600': True, 'buck': True, 'unemployment': True, 'check': True}" 0.12498545915069072 0.8750145408493089 negative
"Modern day bread lines in the US This was the line to file for unemployment a few days ago in Kentucky" "{'modern': True, 'day': True, 'bread': True, 'line': True, 'file': True, 'unemployment': True, 'ago': True, 'kentucky': True}" 0.749975070758371 0.2500249292416294 positive
"Not a single local reporter on the ground around the arena captured any such thing Your bullshit article you quoted has a from a staredown that happened away from the protest Don t worry though I hear unemployment is a nice gig now" "{'single': True, 'local': True, 'reporter': True, 'ground': True, 'arena': True, 'capture': True, 'thing': True, 'bullshit': True, 'article': True, 'quote': True, 'staredown': True, 'happen': True, 'protest': True, 'worry': True, 'hear': True, 'unemployment': True, 'nice': True, 'gig': True}" 0.21590648784815025 0.7840935121518516 negative
"Time to short the StockMarket Why The FED has stopped buying stocks Only the BagHolders are left Get out now while you still can BigShort2 alwayslearning upskillcreate stock daytrading economy jobs unemployment mainstreet wallstreet" "{'time': True, 'short': True, 'stockmarket': True, 'fed': True, 'stop': True, 'buy': True, 'stock': True, 'bagholders': True, 'leave': True, 'bigshort': True, '2': True, 'alwayslearning': True, 'upskillcreate': True, 'daytrading': True, 'economy': True, 'job': True, 'unemployment': True, 'mainstreet': True, 'wallstreet': True}" 0.1666482019938326 0.8333517980061673 negative
"parscale Fl unemployment system is broke may want to ask for help NOW" "{'parscale': True, 'fl': True, 'unemployment': True, 'system': True, 'broke': True}" 0.24997507241550607 0.7500249275844936 negative
